date,time,engineer_at_time_of_reading,equipment_code,equipment_category,running_hrs,pressureInd_kgf_cm2,temperature_celsius,vibrationInd_kHz,has_failure,total_failure_count,downtime_min,failure_category,mtbf,mttr
01/05/2017,09:48:00,Peter Sample,equipment_305,Fluid Transfer and Treatment,2871,97.53345121,76.90808405,0.170768393,1,7,1472,Overload,410,210
01/05/2017,10:00:00,Peter Tank,equipment_4794,Engineering,7448,92.01036137,114.1714076,0.037610715,0,3,267,Unclear,2483,89
01/05/2017,10:04:00,Thomas Try,equipment_3825,Lifesaving Safety and Firefighting Equipment,2048,101.9277194,97.90275087,0.155595025,0,1,2816,Corrosion,2048,2816
01/05/2017,10:16:00,Peter Sample,equipment_3180,Deck Machinery and Equipment,10112,106.3317345,107.4768874,0.919075388,1,7,2546,Manufacturing failure,1445,364
01/05/2017,10:25:00,Peter Tank,equipment_3832,Construction and Operation Services,3851,66.93302741,115.3685257,0.200114841,0,5,1190,Unclear,770,238
01/05/2017,10:27:00,Peter Tank,equipment_3468,Construction and Operation Services,8061,105.5712867,63.18449738,0.26951437,0,9,958,Fire,896,106
01/05/2017,10:30:00,Christine Flowmeter,equipment_2313,Navigation and Communication,179,79.21047345,98.48603325,0.36700313,1,1,797,Insufficient maintenance,179,797
01/05/2017,10:38:00,Thomas Try,equipment_1789,Hydraulics Equipment,6789,98.14966037,99.79866988,0.421330859,0,3,465,Construction failure,2263,155
01/05/2017,10:56:00,Apostolis Papaioannou,equipment_4370,Accommodation Equipment,6817,99.17823531,95.49296461,0.907676785,1,2,484,Human error,3408,242
01/05/2017,10:57:00,Peter Sample,equipment_4719,Tanks and Heating,3630,132.8335446,84.6399811,0.784760125,0,5,47,Unknown,726,9
01/05/2017,11:10:00,Peter Tank,equipment_1872,Special Purpose Equipment,11950,95.06305508,108.0082866,0.202542617,0,2,574,Fatigue,5975,287
01/05/2017,11:18:00,Carlos Filter,equipment_1672,Navigation and Communication,2475,104.4622671,78.32082733,0.109810365,0,6,2445,Corrosion,412,408
01/05/2017,11:44:00,Apostolis Papaioannou,equipment_775,Special Purpose Equipment,5506,113.0237965,86.11663572,0.93869851,0,3,1397,Construction failure,1835,466
01/05/2017,11:53:00,Peter Sample,equipment_2855,Navigation and Communication,11193,114.5831739,85.70228144,0.031378035,0,9,895,Overpressure,1244,99
01/05/2017,12:12:00,Carlos Filter,equipment_1037,Construction and Operation Services,5859,118.0336224,131.5920746,0.800490985,1,7,1266,Lubrication failure,837,181
01/05/2017,12:16:00,Claudia Piston,equipment_1921,Electrical,7108,98.41174596,100.7630124,0.852387087,1,6,928,Overpressure,1185,155
01/05/2017,12:29:00,John Smith,equipment_834,Structures and Outfitting Details,2276,91.16611817,101.3501698,0.576765379,0,4,24,Failure of handling,569,6
01/05/2017,12:29:00,Thomas Try,equipment_1089,Materials Protection and Isolation,3733,94.15228726,135.7447785,0.203699138,0,5,2608,Corrosion,747,522
01/05/2017,12:48:00,Christine Flowmeter,equipment_4200,Navigation and Communication,6274,122.287991,91.06499024,0.736825858,0,8,1459,Human error,784,182
01/05/2017,12:49:00,Apostolis Papaioannou,equipment_3494,Power Generation Propulsion and Manouvering,8266,127.2669194,73.3061197,0.176710133,0,6,2871,Construction failure,1378,478
01/05/2017,13:24:00,Claudia Piston,equipment_3483,Electrical,9113,79.82891144,99.36824612,0.112761616,0,4,1789,Lubrication failure,2278,447
01/05/2017,13:30:00,Claudia Piston,equipment_2155,Hydraulics Equipment,5609,127.6631691,133.6236876,0.187937388,1,8,1861,Insufficient maintenance,701,233
01/05/2017,13:33:00,Monika Trial,equipment_2043,Automation and Control,7015,82.17819319,102.7250535,0.752165986,0,7,1391,Insufficient maintenance,1002,199
01/05/2017,13:53:00,Monika Trial,equipment_608,Construction and Operation Services,9532,83.85966038,110.8471409,0.394962596,1,7,2060,Manufacturing failure,1362,294
01/05/2017,13:55:00,Peter Tank,equipment_4877,Engineering,1189,83.57488346,107.7732534,0.540637086,1,8,2274,Manufacturing failure,149,284
01/05/2017,14:07:00,Monika Trial,equipment_3633,Power Generation Propulsion and Manouvering,11574,115.3062038,75.19061894,0.326591014,0,3,2244,Unknown,3858,748
01/05/2017,14:10:00,Carlos Filter,equipment_4736,Special Purpose Equipment,4844,70.04576881,70.66169669,0.766324295,0,3,2385,Fire,1615,795
01/05/2017,14:33:00,Carlos Filter,equipment_4270,Materials Protection and Isolation,10081,52.49765001,84.82670487,0.802758146,1,3,1676,Overload,3360,559
01/05/2017,14:34:00,Monika Trial,equipment_4337,Tanks and Heating,205,117.0221942,99.18399217,0.823485428,0,8,2863,Human error,26,358
01/05/2017,14:49:00,Peter Sample,equipment_1769,Fluid Transfer and Treatment,9254,81.77978353,75.14654634,0.434862259,0,5,753,Material failure,1851,151
01/05/2017,15:09:00,Monika Trial,equipment_2063,Hydraulics Equipment,3668,62.39240693,88.76889673,0.468667843,0,1,538,Overload,3668,538
01/05/2017,15:17:00,Peter Tank,equipment_4367,Tanks and Heating,5096,119.1471724,44.05861937,0.388518518,1,5,2811,Corrosion,1019,562
01/05/2017,15:38:00,Apostolis Papaioannou,equipment_537,Structures and Outfitting Details,5892,103.2401042,90.70206847,0.513419368,1,9,300,Corrosion,655,33
01/05/2017,16:19:00,Apostolis Papaioannou,equipment_3886,Construction and Operation Services,7661,87.50831657,74.33315664,0.435173613,1,3,603,Overpressure,2554,201
01/05/2017,16:26:00,John Smith,equipment_4694,Fabrication Equipment and Software,4260,107.8373588,111.0848528,0.655508981,0,9,2476,Weather,473,275
01/05/2017,16:39:00,Thomas Try,equipment_3118,Special Purpose Equipment,9524,132.093877,123.0306319,0.297861738,0,9,1303,Human error,1058,145
01/05/2017,16:41:00,Peter Tank,equipment_3409,Boats,5026,99.43119894,55.91119683,0.766080802,1,6,1120,Fatigue,838,187
01/05/2017,16:41:00,Carlos Filter,equipment_3503,Deck Machinery and Equipment,9103,112.0633881,147.0523134,0.902041689,1,3,341,Vibration,3034,114
01/05/2017,16:54:00,Thomas Try,equipment_730,Materials Protection and Isolation,6635,110.0071726,149.4467203,0.6246124,0,8,2283,Unclear,829,285
01/05/2017,16:55:00,Peter Tank,equipment_1892,Engineering,6436,105.6715844,120.043249,0.698197086,0,5,2720,Manufacturing failure,1287,544
01/05/2017,17:20:00,Apostolis Papaioannou,equipment_3797,Fabrication Equipment and Software,9292,108.0678329,87.00380701,0.022198969,0,1,1343,Fire,9292,1343
01/05/2017,17:25:00,Peter Sample,equipment_592,Fabrication Equipment and Software,6512,80.01967528,116.3064452,0.020497735,0,3,2483,Failure of handling,2171,828
01/05/2017,17:42:00,Peter Sample,equipment_3890,Fabrication Equipment and Software,2610,81.71098194,93.16406456,0.376212742,1,2,1963,Manufacturing failure,1305,982
01/05/2017,17:45:00,Claudia Piston,equipment_2058,Cooling Equipment,2253,108.4494949,125.340291,0.383415847,0,8,789,Insufficient maintenance,282,99
01/05/2017,17:47:00,Apostolis Papaioannou,equipment_1002,Materials Protection and Isolation,2121,81.95766678,116.4980729,0.626803145,0,5,2234,Weather,424,447
01/05/2017,17:48:00,Peter Sample,equipment_2616,Boats,3471,84.25104439,137.7316507,0.544717941,1,1,2489,Fatigue,3471,2489
01/05/2017,17:59:00,John Smith,equipment_2572,Engineering,8256,70.10171881,131.734206,0.597509493,1,8,1316,Overload,1032,164
01/05/2017,18:04:00,Claudia Piston,equipment_1562,Lifesaving Safety and Firefighting Equipment,6613,92.77751204,99.01180073,0.421028996,1,3,187,Overload,2204,62
01/05/2017,18:08:00,Thomas Try,equipment_1898,Materials Protection and Isolation,7013,64.84102158,84.74365498,0.940560645,0,6,249,Fire,1169,42
01/05/2017,18:23:00,John Smith,equipment_4577,Cooling Equipment,4423,84.41393902,101.1741394,0.004467429,1,8,2162,Failure of handling,553,270
01/05/2017,18:42:00,John Smith,equipment_834,Structures and Outfitting Details,11328,93.91332598,91.48661787,0.576945349,1,3,2261,Unknown,3776,754
01/05/2017,18:45:00,Apostolis Papaioannou,equipment_417,Boats,1856,100.777048,93.77437822,0.428428745,0,1,1094,Overload,1856,1094
01/05/2017,18:47:00,Peter Tank,equipment_2255,Engineering,5454,113.6090937,104.1224911,0.179069527,0,8,2065,Overpressure,682,258
01/05/2017,18:49:00,Peter Tank,equipment_769,Materials Protection and Isolation,9257,68.83180412,77.62546519,0.752381486,1,3,1168,Manufacturing failure,3086,389
01/05/2017,18:53:00,John Smith,equipment_4386,Deck Machinery and Equipment,5192,80.40071612,94.01098349,0.503884311,0,1,2666,Overpressure,5192,2666
01/05/2017,18:55:00,Claudia Piston,equipment_2097,Deck Machinery and Equipment,10551,129.5853061,84.91572472,0.261142607,1,1,1237,Unknown,10551,1237
01/05/2017,19:12:00,Claudia Piston,equipment_286,Management Services and Software,2842,93.88255716,110.2320489,0.303670522,0,9,2014,Fatigue,316,224
01/05/2017,19:21:00,Peter Tank,equipment_897,Hydraulics Equipment,7306,121.1658905,93.0974028,0.829243068,1,3,1117,Lubrication failure,2435,372
01/05/2017,19:23:00,Carlos Filter,equipment_4863,Power Generation Propulsion and Manouvering,1737,105.8495106,102.8293459,0.746304309,0,2,1507,Human error,868,754
01/05/2017,19:34:00,Peter Sample,equipment_3592,Management Services and Software,11156,54.73533145,91.42479473,0.986619302,1,8,2814,Failure of handling,1394,352
01/05/2017,20:13:00,Carlos Filter,equipment_435,Fabrication Equipment and Software,2956,83.41775869,148.1284018,0.94958228,1,9,2286,Manufacturing failure,328,254
01/05/2017,20:21:00,Peter Tank,equipment_3338,Hydraulics Equipment,1038,67.46314505,88.61622406,0.298671919,0,9,1727,Fatigue,115,192
01/05/2017,20:25:00,Peter Tank,equipment_4706,Engineering,1650,96.46384171,107.8049309,0.315646403,0,6,1485,Unknown,275,248
01/05/2017,20:35:00,Monika Trial,equipment_3014,Management Services and Software,8262,114.142562,165.1699551,0.495772819,0,7,805,Insufficient maintenance,1180,115
01/05/2017,20:36:00,Thomas Try,equipment_3220,Accommodation Equipment,601,39.78317591,108.621829,0.710229156,0,1,806,Lubrication failure,601,806
01/05/2017,20:37:00,Christine Flowmeter,equipment_3194,Engineering,3553,106.6486289,110.8264747,0.397755409,0,2,2845,Overpressure,1776,1422
01/05/2017,20:38:00,Christine Flowmeter,equipment_3349,Air Gas and Pneumatic Equipment,7224,106.9841215,98.22838553,0.6394249,0,3,967,Failure of handling,2408,322
01/05/2017,20:44:00,Peter Sample,equipment_3439,Automation and Control,9357,89.23363155,124.484758,0.585184939,1,1,1506,Unknown,9357,1506
01/05/2017,20:55:00,Peter Sample,equipment_4848,Power Generation Propulsion and Manouvering,3759,105.0034653,92.92996339,0.292693571,0,6,1892,Weather,626,315
01/05/2017,21:10:00,Peter Sample,equipment_3745,Electrical,4729,90.59983598,96.2636136,0.685822675,1,1,2779,Manufacturing failure,4729,2779
01/05/2017,21:14:00,Thomas Try,equipment_2475,Electrical,8713,111.5163715,123.3052926,0.637688314,0,8,932,Overpressure,1089,116
01/05/2017,21:17:00,Apostolis Papaioannou,equipment_3258,Navigation and Communication,1160,101.8850304,111.2401286,0.398675177,1,9,2114,Vibration,129,235
01/05/2017,21:23:00,Carlos Filter,equipment_1825,Automation and Control,6811,62.64646201,115.4800775,0.459285694,1,1,2853,Unclear,6811,2853
01/05/2017,21:33:00,Peter Sample,equipment_2923,Management Services and Software,568,108.5361485,73.02532901,0.955300109,0,5,2753,Weather,114,551
01/05/2017,21:59:00,Christine Flowmeter,equipment_1416,Boats,7055,94.60239889,76.53834937,0.60478578,0,4,672,Overpressure,1764,168
01/05/2017,22:01:00,Monika Trial,equipment_562,Navigation and Communication,377,113.4407661,98.27463019,0.040540671,0,6,2768,Material failure,63,461
01/05/2017,22:15:00,Peter Tank,equipment_2401,Engineering,11793,109.6262398,112.4182785,0.717103565,0,1,904,Overload,11793,904
01/05/2017,22:15:00,Thomas Try,equipment_2657,Boats,800,74.57754143,114.5189329,0.496540797,0,6,714,Manufacturing failure,133,119
01/05/2017,22:16:00,Monika Trial,equipment_215,Navigation and Communication,8351,89.75231566,141.0827592,0.015928761,1,6,1988,Overload,1392,331
01/05/2017,22:28:00,Christine Flowmeter,equipment_4911,Tanks and Heating,4369,122.7898163,87.05655228,0.306451711,0,1,1002,Fire,4369,1002
01/05/2017,22:29:00,Peter Sample,equipment_399,Electrical,8035,123.046048,95.82592896,0.497194334,0,2,648,Fatigue,4018,324
01/05/2017,22:32:00,John Smith,equipment_1320,Fluid Transfer and Treatment,10021,79.25573205,124.736851,0.828560496,1,2,1683,Vibration,5010,842
01/05/2017,22:53:00,John Smith,equipment_4945,Navigation and Communication,7603,87.0741334,101.0064163,0.654975047,1,6,1592,Vibration,1267,265
01/05/2017,23:02:00,Christine Flowmeter,equipment_1530,Construction and Operation Services,9149,89.50688382,99.81819568,0.301421701,0,1,2378,Weather,9149,2378
01/05/2017,23:04:00,Carlos Filter,equipment_1730,Boats,6707,94.60705053,100.2720256,0.894627395,1,9,1374,Overload,745,153
01/05/2017,23:17:00,John Smith,equipment_3136,Special Purpose Equipment,4142,94.00602087,55.62637359,0.635211992,0,5,1275,Corrosion,828,255
01/05/2017,23:20:00,Peter Tank,equipment_612,Navigation and Communication,1087,95.72174212,111.7138916,0.581899551,0,8,823,Lubrication failure,136,103
01/05/2017,23:27:00,Christine Flowmeter,equipment_2856,Deck Machinery and Equipment,8834,114.6734454,88.2958658,0.880342685,0,7,1274,Overload,1262,182
01/05/2017,23:36:00,John Smith,equipment_1965,Tanks and Heating,1325,105.0747055,130.5570767,0.674844972,1,2,596,Fire,662,298
01/05/2017,23:52:00,Claudia Piston,equipment_1649,Fluid Transfer and Treatment,8735,124.7428685,98.34049821,0.516921838,1,7,2354,Human error,1248,336
01/05/2017,23:57:00,Carlos Filter,equipment_2775,Navigation and Communication,5843,116.5570977,86.41816173,0.807443797,0,2,2387,Fire,2922,1194
02/05/2017,01:14:00,Monika Trial,equipment_4963,Air Gas and Pneumatic Equipment,9056,87.59504619,71.41243434,0.556622407,1,6,2429,Lubrication failure,1509,405
02/05/2017,01:20:00,Monika Trial,equipment_1143,Deck Machinery and Equipment,6983,89.3451342,97.16886592,0.166392734,0,9,237,Vibration,776,26
02/05/2017,01:52:00,Monika Trial,equipment_3433,Hydraulics Equipment,11479,104.6414108,96.51154379,0.629517557,1,8,1114,Material failure,1435,139
02/05/2017,02:05:00,Claudia Piston,equipment_2903,Boats,4905,85.54546864,95.46044467,0.21284846,1,6,2096,Construction failure,818,349
02/05/2017,02:24:00,Peter Tank,equipment_1651,Power Generation Propulsion and Manouvering,5196,95.24539906,100.4178602,0.037139625,1,5,1054,Unknown,1039,211
02/05/2017,02:51:00,Peter Sample,equipment_4086,Construction and Operation Services,5480,73.82682304,121.2022877,0.92515864,1,8,2858,Fire,685,357
02/05/2017,02:53:00,Claudia Piston,equipment_2380,Boats,9363,101.7687594,99.63780661,0.17615024,1,3,1572,Unclear,3121,524
02/05/2017,03:11:00,Monika Trial,equipment_2612,Lifesaving Safety and Firefighting Equipment,2740,106.5604683,121.0338278,0.246570039,0,1,1770,Weather,2740,1770
02/05/2017,03:19:00,Christine Flowmeter,equipment_1688,Deck Machinery and Equipment,2995,83.95831157,117.8981463,0.591292011,0,4,94,Vibration,749,24
02/05/2017,03:23:00,Claudia Piston,equipment_2251,Deck Machinery and Equipment,9094,96.21961865,125.8385221,0.514417217,0,2,392,Insufficient maintenance,4547,196
02/05/2017,03:28:00,Peter Sample,equipment_4325,Fluid Transfer and Treatment,8853,139.5743417,69.38011409,0.039095894,0,6,2529,Overload,1476,422
02/05/2017,03:32:00,Apostolis Papaioannou,equipment_2652,Deck Machinery and Equipment,1713,98.01613128,99.20396556,0.779471247,0,2,1702,Weather,856,851
02/05/2017,03:34:00,Christine Flowmeter,equipment_555,Power Generation Propulsion and Manouvering,3952,97.61987153,88.37180867,0.829543289,1,7,2465,Unknown,565,352
02/05/2017,03:39:00,Thomas Try,equipment_2706,Engineering,8807,84.46620776,96.46031059,0.42181344,0,4,672,Fatigue,2202,168
02/05/2017,03:46:00,Carlos Filter,equipment_1672,Tanks and Heating,333,67.46672736,89.08602618,0.817960474,0,4,816,Human error,83,204
02/05/2017,03:56:00,Peter Sample,equipment_3966,Management Services and Software,9525,120.2859938,90.56827189,0.801399594,0,9,673,Lubrication failure,1058,75
02/05/2017,04:36:00,Peter Tank,equipment_1086,Automation and Control,5006,122.5191039,93.44364743,0.741442289,1,3,17,Unknown,1669,6
02/05/2017,04:37:00,Claudia Piston,equipment_1265,Power Generation Propulsion and Manouvering,6094,80.44794663,112.6088848,0.674758193,0,6,536,Manufacturing failure,1016,89
02/05/2017,04:38:00,Monika Trial,equipment_3127,Boats,6954,130.5173334,77.07077762,0.309024617,1,3,2361,Unknown,2318,787
02/05/2017,04:44:00,Apostolis Papaioannou,equipment_3262,Deck Machinery and Equipment,6770,67.89336141,111.8488205,0.064563112,0,4,2085,Overpressure,1692,521
02/05/2017,04:57:00,Peter Tank,equipment_3219,Cooling Equipment,5578,100.7887618,66.33906123,0.413270111,1,1,1608,Material failure,5578,1608
02/05/2017,04:58:00,Monika Trial,equipment_1650,Engineering,6123,100.1524759,112.6853212,0.14535918,1,8,792,Weather,765,99
02/05/2017,05:04:00,Claudia Piston,equipment_1488,Accommodation Equipment,9171,100.6223605,126.8485419,0.612329724,0,2,2133,Material failure,4586,1066
02/05/2017,05:21:00,Christine Flowmeter,equipment_939,Cooling Equipment,2821,93.09981147,71.49777571,0.037658268,0,3,608,Material failure,940,203
02/05/2017,05:23:00,Thomas Try,equipment_3923,Accommodation Equipment,2030,98.56889316,62.08097086,0.310178103,0,1,402,Overload,2030,402
02/05/2017,05:27:00,John Smith,equipment_1454,Tanks and Heating,11555,119.5429652,114.9243374,0.989989934,0,7,2861,Insufficient maintenance,1651,409
02/05/2017,05:27:00,Christine Flowmeter,equipment_2770,Cooling Equipment,294,90.162560010000007,110.7019087,0.658820773,0,4,1655,Overpressure,74,414
02/05/2017,05:30:00,Carlos Filter,equipment_4296,Materials Protection and Isolation,2893,102.1167092,100.7171218,0.860136387,0,2,1114,Vibration,1446,557
02/05/2017,05:35:00,Claudia Piston,equipment_982,Hydraulics Equipment,9613,98.56261935,49.84846939,0.729395801,0,2,1513,Lubrication failure,4806,756
02/05/2017,05:47:00,Thomas Try,equipment_1495,Structures and Outfitting Details,254,80.19902714,96.28547323,0.229945213,0,7,1948,Material failure,36,278
02/05/2017,05:47:00,Carlos Filter,equipment_3335,Management Services and Software,11531,77.69900009,143.9519908,0.910825443,1,6,2773,Vibration,1922,462
02/05/2017,05:55:00,Christine Flowmeter,equipment_3785,Accommodation Equipment,10239,144.8317169,108.9362241,0.477643216,0,3,1195,Vibration,3413,398
02/05/2017,06:05:00,Apostolis Papaioannou,equipment_299,Engineering,6866,127.821078,104.1203675,0.798901291,0,7,1940,Fire,981,277
02/05/2017,06:05:00,Carlos Filter,equipment_2949,Tanks and Heating,2826,124.5444495,130.8823582,0.107116636,0,3,559,Lubrication failure,942,186
02/05/2017,06:20:00,Christine Flowmeter,equipment_1593,Lifesaving Safety and Firefighting Equipment,9820,96.61713227,92.23282144,0.090588567,0,7,1297,Weather,1403,185
02/05/2017,06:33:00,Monika Trial,equipment_3694,Cooling Equipment,11571,90.0703862,129.7877454,0.719572641,0,3,1879,Unclear,3857,626
02/05/2017,06:36:00,Claudia Piston,equipment_961,Tanks and Heating,9548,93.35727589,99.55773664,0.662799494,1,9,1782,Fire,1061,198
02/05/2017,06:55:00,Apostolis Papaioannou,equipment_1914,Management Services and Software,9927,79.31455063,78.50646147,0.866870989,0,3,852,Overpressure,3309,284
02/05/2017,07:14:00,John Smith,equipment_2799,Cooling Equipment,6483,91.58886359,102.8762405,0.192471589,1,9,1975,Insufficient maintenance,720,219
